bits,v_ind,r_density,r_naive_p,left_ind,right_ind,left_cnt,right_cnt,density,naive_p
8,27041674,58555835,59922451,219820,219885,32,33,3.5362667587519209e-01,9.4206560049045518e-01
8,29469079,31538749,30306352,239555,239644,32,57,4.5992299356219118e-01,2.7955514798153780e-01
4,29487037,46339659,47099522,239704,239771,29,38,4.0071926698433563e-01,7.3039942205037001e-01
4,30464764,73384057,70397563,247658,247698,24,16,2.7688216196723492e-01,9.9569846010472030e-01
8,32936941,47152451,47737789,267742,267806,39,25,3.9764738788327708e-01,7.4498674731900516e-01
4,33087493,9603209,8668149,268972,269037,33,32,6.0943786299987324e-01,1.5533630746311564e-03
8,33140875,8600180,7790045,269407,269471,32,32,6.2286038008831734e-01,8.6504996341838674e-04
8,34112452,69839679,69234580,277302,277354,36,16,3.0031125247996493e-01,9.9348761034091937e-01
8,34306177,34616845,35296849,278902,278930,11,17,4.4671851868929524e-01,4.1511217251828669e-01
4,35636545,40867625,42414812,289661,289777,68,48,4.2165758696268230e-01,6.1292282905830464e-01
4,37395199,2545568,1079628,303994,304083,33,56,7.7769764436636812e-01,3.7883329045942655e-10
8,38578090,77298682,70173012,313637,313660,7,16,2.3850804656756927e-01,9.9532212681987220e-01
8,38768986,283659,36870,315136,315231,60,35,1.1067393672384551e+00,7.2638123047688549e-28
8,39759013,26564758,28522138,323216,323253,29,8,4.8317549763672818e-01,2.3484133316052982e-01
8,43763278,45553536,41708943,355793,355811,7,11,4.0369260512044586e-01,5.9392223986156822e-01
8,47073946,9022059,6390146,382690,382773,26,57,6.1704267800303148e-01,2.7598656478698637e-04
8,47074192,9022061,6390148,382690,382773,28,55,6.1704267800303148e-01,2.7598656478698637e-04
8,47074315,9022062,6390149,382690,382773,29,54,6.1704267800303148e-01,2.7598656478698637e-04
8,47074561,11728953,8322151,382692,382782,29,61,5.8501788894289497e-01,1.2455686522143167e-03
8,47074930,13372556,9819526,382693,382784,31,60,5.6904978605093182e-01,2.9957726836639465e-03
8,47528062,11319246,8100619,386370,386458,38,50,5.8934964729038386e-01,1.0743184283668562e-03
1,49588558,10078,3244,403127,403186,33,26,1.7508223298341199e+00,3.6495957101346281e-45
3,49588681,4677,1754,403134,403190,27,29,1.9120941084010314e+00,4.4196258329399100e-50
3,49588804,4678,1755,403134,403190,28,28,1.9120941084010314e+00,4.4196258329399100e-50
3,49588927,4881,1636,403134,403191,29,28,1.9040830423559056e+00,1.4751018888221125e-50
3,49589050,4882,1637,403134,403191,30,27,1.9040830423559056e+00,1.4751018888221125e-50
3,49589173,4883,1638,403134,403191,31,26,1.9040830423559056e+00,1.4751018888221125e-50
3,49589296,4884,1639,403134,403191,32,25,1.9040830423559056e+00,1.4751018888221125e-50
3,49589419,4885,1640,403134,403191,33,24,1.9040830423559056e+00,1.4751018888221125e-50
3,49589542,4886,1641,403134,403191,34,23,1.9040830423559056e+00,1.4751018888221125e-50
3,49589665,2662,1165,403139,403192,30,23,2.0384508568543782e+00,6.3278991480135832e-53
3,49589788,2663,1166,403139,403192,31,22,2.0384508568543782e+00,6.3278991480135832e-53
3,49589911,2664,1167,403139,403192,32,21,2.0384508568543782e+00,6.3278991480135832e-53
3,49590034,2665,1168,403139,403192,33,20,2.0384508568543782e+00,6.3278991480135832e-53
3,49590157,2666,1169,403139,403192,34,19,2.0384508568543782e+00,6.3278991480135832e-53
3,49590280,2667,1170,403139,403192,35,18,2.0384508568543782e+00,6.3278991480135832e-53
3,49590403,2156,1124,403142,403193,33,18,2.0921177219772815e+00,2.8616220665486657e-53
3,49590526,2157,1125,403142,403193,34,17,2.0921177219772815e+00,2.8616220665486657e-53
3,49590649,2800,1419,403144,403196,33,19,2.0277404344775447e+00,1.5387801429828022e-51
3,49590772,2801,1420,403144,403196,34,18,2.0277404344775447e+00,1.5387801429828022e-51
3,49590895,2851,1447,403145,403197,34,18,2.0234585011594950e+00,2.3260626677557020e-51
3,49591018,2640,1993,403149,403198,31,18,2.0403765078746776e+00,2.9646074311185101e-49
3,49591141,2641,1994,403149,403198,32,17,2.0403765078746776e+00,2.9646074311185101e-49
3,49591264,2642,1995,403149,403198,33,16,2.0403765078746776e+00,2.9646074311185101e-49
8,50435413,50549677,49600294,410020,410069,25,24,3.8483998766842120e-01,7.8533804393544482e-01
8,50435659,62742522,60718089,410026,410072,21,25,3.3589412615583641e-01,9.4944171299814661e-01
8,50435782,62742523,60718090,410026,410072,22,24,3.3589412615583641e-01,9.4944171299814661e-01
8,50608474,11479823,9149733,411411,411489,41,37,5.8764429193492329e-01,2.0727463219056526e-03
8,51735154,55821084,47170784,420601,420617,11,5,3.6457653011417090e-01,7.3202766311149481e-01
2,53317057,3942,92288,433462,433484,11,11,1.9454004101683506e+00,3.9164346804283166e-22
2,53317180,3943,92289,433462,433484,12,10,1.9454004101683506e+00,3.9164346804283166e-22
2,53317303,3944,92290,433462,433484,13,9,1.9454004101683506e+00,3.9164346804283166e-22
2,53317549,3443,158351,433469,433487,8,10,1.9762625803421028e+00,4.0466205906292325e-19
2,53317672,3444,158352,433469,433487,9,9,1.9762625803421028e+00,4.0466205906292325e-19
2,53317795,3445,158353,433469,433487,10,8,1.9762625803421028e+00,4.0466205906292325e-19
2,53317918,3446,158354,433469,433487,11,7,1.9762625803421028e+00,4.0466205906292325e-19
2,53318041,4246,112546,433471,433492,10,11,1.9297738041829098e+00,5.4101168439548164e-21
2,53318164,4247,112547,433471,433492,11,10,1.9297738041829098e+00,5.4101168439548164e-21
2,53318287,4248,112548,433471,433492,12,9,1.9297738041829098e+00,5.4101168439548164e-21
2,53318656,3758,58374,433477,433502,9,16,1.9556602609523517e+00,5.9885439443429116e-25
2,53318779,3759,58375,433477,433502,10,15,1.9556602609523517e+00,5.9885439443429116e-25
2,53318902,3850,78239,433481,433504,7,16,1.9499363130536755e+00,4.3475446004843417e-23
